NEW OBJECTIVE: This control is not powered. Find a way to restore power.,新目标：操作装置没有电。想办法恢复电力。,crane_switch,EN_alerts
Green Lands,绿地,20,EN_alerts
Abyss,深渊,19,EN_alerts
Terra Incognita,未知领域,18,EN_alerts
Ancients,古来者,17,EN_alerts
Crater,火山口,16,EN_alerts
Inferno,火海,15,EN_alerts
Hot Springs,热温泉,14,EN_alerts
Cliffs,悬崖,13,EN_alerts
The Portal,传送门,12,EN_alerts
Dead Forest,死亡森林,11,EN_alerts
Last Stand,最后的抵抗,10,EN_alerts
Nightfall,夜晚,9,EN_alerts
Badlands,荒原,8,EN_alerts
Wasteland,废土,7,EN_alerts
Power Station,电力站,6,EN_alerts
Chasm,裂谷,5,EN_alerts
Research Complex,研究大楼,4,EN_alerts
The Town,小镇,3,EN_alerts
Foothills,山麓丘陵,2,EN_alerts
Landing Site,着陆点,1,EN_alerts
